# `n`             a positive integer
# `factorization` the prime factorization of n, including exponents
# `primeness`     notes if n is a prime, prime power, radical, radical power, or primorial

     n, factorization, primeness
  8892, 2² 3² 13 19,   
  8893, 8893,          prime
  8894, 2 4447,        radical
  8895, 3 5 593,       radical
  8896, 2⁶ 139,        
  8897, 7 31 41,       radical
  8898, 2 3 1483,      radical
  8899, 11 809,        radical
  8900, 2² 5² 89,      
  8901, 3² 23 43,      
  8902, 2 4451,        radical
  8903, 29 307,        radical
  8904, 2³ 3 7 53,     
  8905, 5 13 137,      radical
  8906, 2 61 73,       radical
  8907, 3 2969,        radical
  8908, 2² 17 131,     
  8909, 59 151,        radical
  8910, 2 3⁴ 5 11,     
  8911, 7 19 67,       radical
  8912, 2⁴ 557,        
  8913, 3 2971,        radical
  8914, 2 4457,        radical
  8915, 5 1783,        radical
  8916, 2² 3 743,      
  8917, 37 241,        radical
  8918, 2 7³ 13,       
  8919, 3² 991,        
  8920, 2³ 5 223,      
  8921, 11 811,        radical
  8922, 2 3 1487,      radical
  8923, 8923,          prime
  8924, 2² 23 97,      
  8925, 3 5² 7 17,     
  8926, 2 4463,        radical
  8927, 79 113,        radical
  8928, 2⁵ 3² 31,      
  8929, 8929,          prime
  8930, 2 5 19 47,     radical
  8931, 3 13 229,      radical
  8932, 2² 7 11 29,    
  8933, 8933,          prime
  8934, 2 3 1489,      radical
  8935, 5 1787,        radical
  8936, 2³ 1117,       
  8937, 3³ 331,        
  8938, 2 41 109,      radical
  8939, 7 1277,        radical
  8940, 2² 3 5 149,    
  8941, 8941,          prime
  8942, 2 17 263,      radical
  8943, 3 11 271,      radical
  8944, 2⁴ 13 43,      
  8945, 5 1789,        radical
  8946, 2 3² 7 71,     
  8947, 23 389,        radical
  8948, 2² 2237,       
  8949, 3 19 157,      radical
  8950, 2 5² 179,      
  8951, 8951,          prime
  8952, 2³ 3 373,      
  8953, 7 1279,        radical
  8954, 2 11² 37,      
  8955, 3² 5 199,      
  8956, 2² 2239,       
  8957, 13² 53,        
  8958, 2 3 1493,      radical
  8959, 17² 31,        
  8960, 2⁸ 5 7,        
  8961, 3 29 103,      radical
  8962, 2 4481,        radical
  8963, 8963,          prime
  8964, 2² 3³ 83,      
  8965, 5 11 163,      radical
  8966, 2 4483,        radical
  8967, 3 7² 61,       
  8968, 2³ 19 59,      
  8969, 8969,          prime
  8970, 2 3 5 13 23,   radical
  8971, 8971,          prime
  8972, 2² 2243,       
  8973, 3² 997,        
  8974, 2 7 641,       radical
  8975, 5² 359,        
  8976, 2⁴ 3 11 17,    
  8977, 47 191,        radical
  8978, 2 67²,         
  8979, 3 41 73,       radical
  8980, 2² 5 449,      
  8981, 7 1283,        radical
  8982, 2 3² 499,      
  8983, 13 691,        radical
  8984, 2³ 1123,       
  8985, 3 5 599,       radical
  8986, 2 4493,        radical
  8987, 11 19 43,      radical
  8988, 2² 3 7 107,    
  8989, 89 101,        radical
  8990, 2 5 29 31,     radical
  8991, 3⁵ 37,         
  8992, 2⁵ 281,        
  8993, 17 23²,        
  8994, 2 3 1499,      radical
  8995, 5 7 257,       radical
  8996, 2² 13 173,     
  8997, 3 2999,        radical
  8998, 2 11 409,      radical
  8999, 8999,          prime
  9000, 2³ 3² 5³,      
  9001, 9001,          prime
  9002, 2 7 643,       radical
  9003, 3 3001,        radical
  9004, 2² 2251,       
  9005, 5 1801,        radical
  9006, 2 3 19 79,     radical
  9007, 9007,          prime
  9008, 2⁴ 563,        
  9009, 3² 7 11 13,    
  9010, 2 5 17 53,     radical
  9011, 9011,          prime
  9012, 2² 3 751,      
  9013, 9013,          prime
  9014, 2 4507,        radical
  9015, 3 5 601,       radical
  9016, 2³ 7² 23,      
  9017, 71 127,        radical
  9018, 2 3³ 167,      
  9019, 29 311,        radical
  9020, 2² 5 11 41,    
  9021, 3 31 97,       radical
  9022, 2 13 347,      radical
  9023, 7 1289,        radical
  9024, 2⁶ 3 47,       
  9025, 5² 19²,        radical power
  9026, 2 4513,        radical
  9027, 3² 17 59,      
  9028, 2² 37 61,      
  9029, 9029,          prime
  9030, 2 3 5 7 43,    radical
  9031, 11 821,        radical
  9032, 2³ 1129,       
  9033, 3 3011,        radical
  9034, 2 4517,        radical
  9035, 5 13 139,      radical
  9036, 2² 3² 251,     
  9037, 7 1291,        radical
  9038, 2 4519,        radical
  9039, 3 23 131,      radical
  9040, 2⁴ 5 113,      
  9041, 9041,          prime
  9042, 2 3 11 137,    radical
  9043, 9043,          prime
  9044, 2² 7 17 19,    
  9045, 3³ 5 67,       
  9046, 2 4523,        radical
  9047, 83 109,        radical
  9048, 2³ 3 13 29,    
  9049, 9049,          prime
  9050, 2 5² 181,      
  9051, 3 7 431,       radical
  9052, 2² 31 73,      
  9053, 11 823,        radical
  9054, 2 3² 503,      
  9055, 5 1811,        radical
  9056, 2⁵ 283,        
  9057, 3 3019,        radical
  9058, 2 7 647,       radical
  9059, 9059,          prime
  9060, 2² 3 5 151,    
  9061, 13 17 41,      radical
  9062, 2 23 197,      radical
  9063, 3² 19 53,      
  9064, 2³ 11 103,     
  9065, 5 7² 37,       
  9066, 2 3 1511,      radical
  9067, 9067,          prime
  9068, 2² 2267,       
  9069, 3 3023,        radical
  9070, 2 5 907,       radical
  9071, 47 193,        radical
  9072, 2⁴ 3⁴ 7,       
  9073, 43 211,        radical
  9074, 2 13 349,      radical
  9075, 3 5² 11²,      
  9076, 2² 2269,       
  9077, 29 313,        radical
  9078, 2 3 17 89,     radical
  9079, 7 1297,        radical
  9080, 2³ 5 227,      
  9081, 3² 1009,       
  9082, 2 19 239,      radical
  9083, 31 293,        radical
  9084, 2² 3 757,      
  9085, 5 23 79,       radical
  9086, 2 7 11 59,     radical
  9087, 3 13 233,      radical
  9088, 2⁷ 71,         
  9089, 61 149,        radical
  9090, 2 3² 5 101,    
  9091, 9091,          prime
  9092, 2² 2273,       
  9093, 3 7 433,       radical
  9094, 2 4547,        radical
  9095, 5 17 107,      radical
  9096, 2³ 3 379,      
  9097, 11 827,        radical
  9098, 2 4549,        radical
  9099, 3³ 337,        
  9100, 2² 5² 7 13,    
  9101, 19 479,        radical
  9102, 2 3 37 41,     radical
  9103, 9103,          prime
  9104, 2⁴ 569,        
  9105, 3 5 607,       radical
  9106, 2 29 157,      radical
  9107, 7 1301,        radical
  9108, 2² 3² 11 23,   
  9109, 9109,          prime
  9110, 2 5 911,       radical
  9111, 3 3037,        radical
  9112, 2³ 17 67,      
  9113, 13 701,        radical
  9114, 2 3 7² 31,     
  9115, 5 1823,        radical
  9116, 2² 43 53,      
  9117, 3² 1013,       
  9118, 2 47 97,       radical
  9119, 11 829,        radical
  9120, 2⁵ 3 5 19,     
  9121, 7 1303,        radical
  9122, 2 4561,        radical
  9123, 3 3041,        radical
  9124, 2² 2281,       
  9125, 5³ 73,         
  9126, 2 3³ 13²,      
  9127, 9127,          prime
  9128, 2³ 7 163,      
  9129, 3 17 179,      radical
  9130, 2 5 11 83,     radical
  9131, 23 397,        radical
  9132, 2² 3 761,      
  9133, 9133,          prime
  9134, 2 4567,        radical
  9135, 3² 5 7 29,     
  9136, 2⁴ 571,        
  9137, 9137,          prime
  9138, 2 3 1523,      radical
  9139, 13 19 37,      radical
  9140, 2² 5 457,      
  9141, 3 11 277,      radical
  9142, 2 7 653,       radical
  9143, 41 223,        radical
  9144, 2³ 3² 127,     
  9145, 5 31 59,       radical
  9146, 2 17 269,      radical
  9147, 3 3049,        radical
  9148, 2² 2287,       
  9149, 7 1307,        radical
  9150, 2 3 5² 61,     
  9151, 9151,          prime
  9152, 2⁶ 11 13,      
  9153, 3⁴ 113,        
  9154, 2 23 199,      radical
  9155, 5 1831,        radical
  9156, 2² 3 7 109,    
  9157, 9157,          prime
  9158, 2 19 241,      radical
  9159, 3 43 71,       radical
  9160, 2³ 5 229,      
  9161, 9161,          prime
  9162, 2 3² 509,      
  9163, 7² 11 17,      
  9164, 2² 29 79,      
  9165, 3 5 13 47,     radical
  9166, 2 4583,        radical
  9167, 89 103,        radical
  9168, 2⁴ 3 191,      
  9169, 53 173,        radical
  9170, 2 5 7 131,     radical
  9171, 3² 1019,       
  9172, 2² 2293,       
  9173, 9173,          prime
  9174, 2 3 11 139,    radical
  9175, 5² 367,        
  9176, 2³ 31 37,      
  9177, 3 7 19 23,     radical
  9178, 2 13 353,      radical
  9179, 67 137,        radical
  9180, 2² 3³ 5 17,    
  9181, 9181,          prime
  9182, 2 4591,        radical
  9183, 3 3061,        radical
  9184, 2⁵ 7 41,       
  9185, 5 11 167,      radical
  9186, 2 3 1531,      radical
  9187, 9187,          prime
  9188, 2² 2297,       
  9189, 3² 1021,       
  9190, 2 5 919,       radical
  9191, 7 13 101,      radical
  9192, 2³ 3 383,      
  9193, 29 317,        radical
  9194, 2 4597,        radical
  9195, 3 5 613,       radical
  9196, 2² 11² 19,     
  9197, 17 541,        radical
  9198, 2 3² 7 73,     
  9199, 9199,          prime
  9200, 2⁴ 5² 23,      
  9201, 3 3067,        radical
  9202, 2 43 107,      radical
  9203, 9203,          prime
  9204, 2² 3 13 59,    
  9205, 5 7 263,       radical
  9206, 2 4603,        radical
  9207, 3³ 11 31,      
  9208, 2³ 1151,       
  9209, 9209,          prime
  9210, 2 3 5 307,     radical
  9211, 61 151,        radical
  9212, 2² 7² 47,      
  9213, 3 37 83,       radical
  9214, 2 17 271,      radical
  9215, 5 19 97,       radical
  9216, 2¹⁰ 3²,        
  9217, 13 709,        radical
  9218, 2 11 419,      radical
  9219, 3 7 439,       radical
  9220, 2² 5 461,      
  9221, 9221,          prime
  9222, 2 3 29 53,     radical
  9223, 23 401,        radical
  9224, 2³ 1153,       
  9225, 3² 5² 41,      
  9226, 2 7 659,       radical
  9227, 9227,          prime
  9228, 2² 3 769,      
  9229, 11 839,        radical
  9230, 2 5 13 71,     radical
  9231, 3 17 181,      radical
  9232, 2⁴ 577,        
  9233, 7 1319,        radical
  9234, 2 3⁵ 19,       
  9235, 5 1847,        radical
  9236, 2² 2309,       
  9237, 3 3079,        radical
  9238, 2 31 149,      radical
  9239, 9239,          prime
  9240, 2³ 3 5 7 11,   
  9241, 9241,          prime
  9242, 2 4621,        radical
  9243, 3² 13 79,      
  9244, 2² 2311,       
  9245, 5 43²,         
  9246, 2 3 23 67,     radical
  9247, 7 1321,        radical
  9248, 2⁵ 17²,        
  9249, 3 3083,        radical
  9250, 2 5³ 37,       
  9251, 11 29²,        
  9252, 2² 3² 257,     
  9253, 19 487,        radical
  9254, 2 7 661,       radical
  9255, 3 5 617,       radical
  9256, 2³ 13 89,      
  9257, 9257,          prime
  9258, 2 3 1543,      radical
  9259, 47 197,        radical
  9260, 2² 5 463,      
  9261, 3³ 7³,         radical power
  9262, 2 11 421,      radical
  9263, 59 157,        radical
  9264, 2⁴ 3 193,      
  9265, 5 17 109,      radical
  9266, 2 41 113,      radical
  9267, 3 3089,        radical
  9268, 2² 7 331,      
  9269, 13 23 31,      radical
  9270, 2 3² 5 103,    
  9271, 73 127,        radical
  9272, 2³ 19 61,      
  9273, 3 11 281,      radical
  9274, 2 4637,        radical
  9275, 5² 7 53,       
  9276, 2² 3 773,      
  9277, 9277,          prime
  9278, 2 4639,        radical
  9279, 3² 1031,       
  9280, 2⁶ 5 29,       
  9281, 9281,          prime
  9282, 2 3 7 13 17,   radical
  9283, 9283,          prime
  9284, 2² 11 211,     
  9285, 3 5 619,       radical
  9286, 2 4643,        radical
  9287, 37 251,        radical
  9288, 2³ 3³ 43,      
  9289, 7 1327,        radical
  9290, 2 5 929,       radical
  9291, 3 19 163,      radical
  9292, 2² 23 101,     
  9293, 9293,          prime
  9294, 2 3 1549,      radical
  9295, 5 11 13²,      
  9296, 2⁴ 7 83,       
  9297, 3² 1033,       
  9298, 2 4649,        radical
  9299, 17 547,        radical
  9300, 2² 3 5² 31,    
  9301, 71 131,        radical
  9302, 2 4651,        radical
  9303, 3 7 443,       radical
  9304, 2³ 1163,       
  9305, 5 1861,        radical
  9306, 2 3² 11 47,    
  9307, 41 227,        radical
  9308, 2² 13 179,     
  9309, 3 29 107,      radical
  9310, 2 5 7² 19,     
  9311, 9311,          prime
  9312, 2⁵ 3 97,       
  9313, 67 139,        radical
  9314, 2 4657,        radical
  9315, 3⁴ 5 23,       
  9316, 2² 17 137,     
  9317, 7 11³,         
  9318, 2 3 1553,      radical
  9319, 9319,          prime
  9320, 2³ 5 233,      
  9321, 3 13 239,      radical
  9322, 2 59 79,       radical
  9323, 9323,          prime
  9324, 2² 3² 7 37,    
  9325, 5² 373,        
  9326, 2 4663,        radical
  9327, 3 3109,        radical
  9328, 2⁴ 11 53,      
  9329, 19 491,        radical
  9330, 2 3 5 311,     radical
  9331, 7 31 43,       radical
  9332, 2² 2333,       
  9333, 3² 17 61,      
  9334, 2 13 359,      radical
  9335, 5 1867,        radical
  9336, 2³ 3 389,      
  9337, 9337,          prime
  9338, 2 7 23 29,     radical
  9339, 3 11 283,      radical
  9340, 2² 5 467,      
  9341, 9341,          prime
  9342, 2 3³ 173,      
  9343, 9343,          prime
  9344, 2⁷ 73,         
  9345, 3 5 7 89,      radical
  9346, 2 4673,        radical
  9347, 13 719,        radical
  9348, 2² 3 19 41,    
  9349, 9349,          prime
  9350, 2 5² 11 17,    
  9351, 3² 1039,       
  9352, 2³ 7 167,      
  9353, 47 199,        radical
  9354, 2 3 1559,      radical
  9355, 5 1871,        radical
  9356, 2² 2339,       
  9357, 3 3119,        radical
  9358, 2 4679,        radical
  9359, 7² 191,        
  9360, 2⁴ 3² 5 13,    
  9361, 11 23 37,      radical
  9362, 2 31 151,      radical
  9363, 3 3121,        radical
  9364, 2² 2341,       
  9365, 5 1873,        radical
  9366, 2 3 7 223,     radical
  9367, 17 19 29,      radical
  9368, 2³ 1171,       
  9369, 3³ 347,        
  9370, 2 5 937,       radical
  9371, 9371,          prime
  9372, 2² 3 11 71,    
  9373, 7 13 103,      radical
  9374, 2 43 109,      radical
  9375, 3 5⁵,          
  9376, 2⁵ 293,        
  9377, 9377,          prime
  9378, 2 3² 521,      
  9379, 83 113,        radical
  9380, 2² 5 7 67,     
  9381, 3 53 59,       radical
  9382, 2 4691,        radical
  9383, 11 853,        radical
  9384, 2³ 3 17 23,    
  9385, 5 1877,        radical
  9386, 2 13 19²,      
  9387, 3² 7 149,      
  9388, 2² 2347,       
  9389, 41 229,        radical
  9390, 2 3 5 313,     radical
  9391, 9391,          prime
  9392, 2⁴ 587,        
  9393, 3 31 101,      radical
  9394, 2 7 11 61,     radical
  9395, 5 1879,        radical
  9396, 2² 3⁴ 29,      
  9397, 9397,          prime
  9398, 2 37 127,      radical
  9399, 3 13 241,      radical
  9400, 2³ 5² 47,      
  9401, 7 17 79,       radical
  9402, 2 3 1567,      radical
  9403, 9403,          prime
  9404, 2² 2351,       
  9405, 3² 5 11 19,    
  9406, 2 4703,        radical
  9407, 23 409,        radical
  9408, 2⁶ 3 7²,       
  9409, 97²,           prime power
  9410, 2 5 941,       radical
  9411, 3 3137,        radical
  9412, 2² 13 181,     
  9413, 9413,          prime
  9414, 2 3² 523,      
  9415, 5 7 269,       radical
  9416, 2³ 11 107,     
  9417, 3 43 73,       radical
  9418, 2 17 277,      radical
  9419, 9419,          prime
  9420, 2² 3 5 157,    
  9421, 9421,          prime
  9422, 2 7 673,       radical
  9423, 3³ 349,        
  9424, 2⁴ 19 31,      
  9425, 5² 13 29,      
  9426, 2 3 1571,      radical
  9427, 11 857,        radical
  9428, 2² 2357,       
  9429, 3 7 449,       radical
  9430, 2 5 23 41,     radical
  9431, 9431,          prime
  9432, 2³ 3² 131,     
  9433, 9433,          prime
  9434, 2 53 89,       radical
  9435, 3 5 17 37,     radical
  9436, 2² 7 337,      
  9437, 9437,          prime
  9438, 2 3 11² 13,    
  9439, 9439,          prime
  9440, 2⁵ 5 59,       
  9441, 3² 1049,       
  9442, 2 4721,        radical
  9443, 7 19 71,       radical
  9444, 2² 3 787,      
  9445, 5 1889,        radical
  9446, 2 4723,        radical
  9447, 3 47 67,       radical
  9448, 2³ 1181,       
  9449, 11 859,        radical
  9450, 2 3³ 5² 7,     
  9451, 13 727,        radical
  9452, 2² 17 139,     
  9453, 3 23 137,      radical
  9454, 2 29 163,      radical
  9455, 5 31 61,       radical
  9456, 2⁴ 3 197,      
  9457, 7² 193,        
  9458, 2 4729,        radical
  9459, 3² 1051,       
  9460, 2² 5 11 43,    
  9461, 9461,          prime
  9462, 2 3 19 83,     radical
  9463, 9463,          prime
  9464, 2³ 7 13²,      
  9465, 3 5 631,       radical
  9466, 2 4733,        radical
  9467, 9467,          prime
  9468, 2² 3² 263,     
  9469, 17 557,        radical
  9470, 2 5 947,       radical
  9471, 3 7 11 41,     radical
  9472, 2⁸ 37,         
  9473, 9473,          prime
  9474, 2 3 1579,      radical
  9475, 5² 379,        
  9476, 2² 23 103,     
  9477, 3⁶ 13,         
  9478, 2 7 677,       radical
  9479, 9479,          prime
  9480, 2³ 3 5 79,     
  9481, 19 499,        radical
  9482, 2 11 431,      radical
  9483, 3 29 109,      radical
  9484, 2² 2371,       
  9485, 5 7 271,       radical
  9486, 2 3² 17 31,    
  9487, 53 179,        radical
  9488, 2⁴ 593,        
  9489, 3 3163,        radical
  9490, 2 5 13 73,     radical
  9491, 9491,          prime
  9492, 2² 3 7 113,    
  9493, 11 863,        radical
  9494, 2 47 101,      radical
  9495, 3² 5 211,      
  9496, 2³ 1187,       
